id,geom
1,"LINESTRING(499910.0 5454895.0,499910.0 5454945.0,499920.0 5454945.0,499920.0 5454895.0,499930.0 5454895.0,499930.0 5454945.0,499940.0 5454945.0,499940.0 5454895.0,499950.0 5454895.0,499950.0 5454945.0,499960.0 5454945.0,499960.0 5454895.0,499970.0 5454895.0,499970.0 5454945.0,499980.0 5454945.0,499980.0 5454895.0,499990.0 5454895.0,499990.0 5454945.0,500000.0 5454945.0,500000.0 5454895.0,500010.0 5454895.0)"
